2026-01-07 23:17:18 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:17:18 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:17:18 | INFO     | polymarket.trading.storage.sqlite | SQLite storage initialized: /Users/rishabbanthiya/polymarket-analytics/data/risk_state.db
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot | ============================================================
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot | 🚀 STARTING TRADING BOT
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot | ============================================================
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot |   Agent ID:   flow-bot
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot |   Type:       flow
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot |   Mode:       💸 LIVE
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot |   ✅ Credentials validated
2026-01-07 23:17:18 | INFO     | polymarket.trading.bot |   ✅ API connected
2026-01-07 23:17:19 | INFO     | polymarket.trading.bot |   ✅ CLOB client initialized
2026-01-07 23:17:19 | INFO     | polymarket.trading.storage.sqlite | SQLite storage initialized: /Users/rishabbanthiya/polymarket-analytics/data/risk_state.db
2026-01-07 23:17:19 | INFO     | polymarket.trading.storage.sqlite | Agent flow-bot was already active, restarting...
2026-01-07 23:17:19 | INFO     | polymarket.trading.storage.sqlite | Registered agent flow-bot (flow)
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator | RECONCILING STATE (API-FIRST)...
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |   Wallet: 0xf54f4FF134f2A96E7E63674e561Cde110dE4f282
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |   [1/5] Fetching positions from Polymarket API...
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |         Found 0 positions from API
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |   [2/5] Storing API positions as source of truth...
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |         Synced 0 positions to api_positions table
2026-01-07 23:17:19 | INFO     | polymarket.trading.risk_coordinator |   [3/5] Fetching USDC balance from chain...
2026-01-07 23:17:21 | INFO     | polymarket.trading.risk_coordinator |         USDC Balance: $650.28
2026-01-07 23:17:21 | INFO     | polymarket.trading.risk_coordinator |   [4/5] Running chain sync for audit trail...
2026-01-07 23:17:21 | INFO     | polymarket.trading.risk_coordinator |         Incremental sync from block 81,364,974...
2026-01-07 23:17:21 | INFO     | polymarket.trading.chain_sync | Fetched 469 total trades across 1 pages
2026-01-07 23:17:22 | INFO     | polymarket.trading.chain_sync | Incremental sync: 469 trades, 1077 activity items
2026-01-07 23:17:22 | INFO     | polymarket.trading.chain_sync | Added 140 new trades
2026-01-07 23:17:23 | INFO     | polymarket.trading.chain_sync | Incremental sync complete: 179 transactions
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |         Synced 179 transactions for audit
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |   [5/5] Validating against transaction history...
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 2427158870031772... - Transactions show 50.4514 shares but API shows none
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 3690067403383577... - Transactions show 107.8456 shares but API shows none
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 2934964001685917... - Transactions show 39.6935 shares but API shows none
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 4876706820139196... - Transactions show 75.1281 shares but API shows none
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 4367723229144282... - Transactions show 70.2510 shares but API shows none
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |         Discrepancy [extra_tx]: 1028505171818747... - Transactions show 28.6593 shares but API shows none
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator | RECONCILIATION COMPLETE (API-FIRST)
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |   API Positions: 0
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |   USDC Balance: $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |   Positions Value: $0.00
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator |   Total Equity: $650.28
2026-01-07 23:17:23 | WARNING  | polymarket.trading.risk_coordinator |   Discrepancies Found: 6 (logged for review)
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2026-01-07 23:17:23 | INFO     | polymarket.trading.risk_coordinator | RiskCoordinator started for agent flow-bot (flow)
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   ✅ Risk coordinator started
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | 📊 Loaded persisted drawdown state:
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Peak Equity: $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Daily Start: $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Current: $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Daily DD: 0.0%
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Total DD: 0.0%
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | ============================================================
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | 💰 WALLET STATE
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | ============================================================
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   USDC Balance:    $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Positions Value: $0.00
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Total Equity:    $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot |   Available:       $650.28
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | ============================================================
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | ✅ Bot ready and running!
2026-01-07 23:17:23 | INFO     | polymarket.strategies.flow_strategy | 🔌 Flow detector connected to Polymarket WebSocket
2026-01-07 23:17:23 | INFO     | polymarket.strategies.flow_strategy |    Monitoring trades >= $100
2026-01-07 23:17:23 | INFO     | polymarket.trading.bot | Starting main loop (interval=2.0s)
2026-01-07 23:17:23 | INFO     | polymarket.trading.chain_sync | Fetched 469 total trades across 1 pages
2026-01-07 23:17:24 | INFO     | polymarket.trading.chain_sync | Incremental sync: 469 trades, 1077 activity items
2026-01-07 23:17:24 | INFO     | polymarket.trading.chain_sync | Added 140 new trades
2026-01-07 23:17:25 | INFO     | polymarket.trading.chain_sync | Incremental sync complete: 179 transactions
2026-01-07 23:17:55 | INFO     | polymarket.trading.chain_sync | Fetched 469 total trades across 1 pages
2026-01-07 23:17:56 | INFO     | polymarket.trading.chain_sync | Incremental sync: 469 trades, 1077 activity items
2026-01-07 23:17:56 | INFO     | polymarket.trading.chain_sync | Added 140 new trades
2026-01-07 23:18:02 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: SUDDEN_PRICE_MOVEMENT | HIGH | 
2026-01-07 23:18:02 | INFO     | polymarket.strategies.flow_strategy |    📌 Nba Hou Por 2026 01 07
2026-01-07 23:18:02 | INFO     | polymarket.trading.chain_sync | Incremental sync complete: 179 transactions
2026-01-07 23:18:08 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: SUDDEN_PRICE_MOVEMENT | CRITICAL | 
2026-01-07 23:18:08 | INFO     | polymarket.strategies.flow_strategy |    📌 Btc Updown 15M 1767849300
2026-01-07 23:18:09 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: SUDDEN_PRICE_MOVEMENT | CRITICAL | 
2026-01-07 23:18:09 | INFO     | polymarket.strategies.flow_strategy |    📌 Btc Updown 15M 1767849300
2026-01-07 23:18:23 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: OVERSIZED_BET | CRITICAL | 
2026-01-07 23:18:23 | INFO     | polymarket.strategies.flow_strategy |    📌 What Price Will Bitcoin Hit In January 2026
2026-01-07 23:18:23 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: CORRELATED_MOVEMENT | MEDIUM | 
2026-01-07 23:18:23 | INFO     | polymarket.strategies.flow_strategy |    📌 3 markets moving DOWN together
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 47.9 | Token: 6869066720025593...
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:24 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:27 | INFO     | polymarket.trading.chain_sync | Fetched 469 total trades across 1 pages
2026-01-07 23:18:28 | INFO     | polymarket.trading.chain_sync | Incremental sync: 469 trades, 1077 activity items
2026-01-07 23:18:28 | INFO     | polymarket.trading.chain_sync | Added 140 new trades
2026-01-07 23:18:29 | INFO     | polymarket.trading.chain_sync | Incremental sync complete: 179 transactions
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 44.4 | Token: 6869066720025593...
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:31 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 43.4 | Token: 6869066720025593...
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:33 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 42.4 | Token: 6869066720025593...
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:35 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 41.4 | Token: 6869066720025593...
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:37 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 40.5 | Token: 6869066720025593...
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:39 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 39.6 | Token: 6869066720025593...
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:41 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 38.7 | Token: 6869066720025593...
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:43 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 37.8 | Token: 6869066720025593...
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:45 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 36.9 | Token: 6869066720025593...
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:47 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy |   [1] What Price Will Bitcoin Hit In January 2026...
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy |       📉 SELL | Score: 36.1 | Token: 6869066720025593...
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:18:49 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:18:53 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: CORRELATED_MOVEMENT | MEDIUM | 
2026-01-07 23:18:53 | INFO     | polymarket.strategies.flow_strategy |    📌 3 markets moving UP together
2026-01-07 23:18:57 | INFO     | polymarket.trading.chain_sync | Fetched 469 total trades across 1 pages
2026-01-07 23:18:58 | INFO     | polymarket.strategies.flow_strategy | ⚪ 📊 ALERT: OVERSIZED_BET | CRITICAL | 
2026-01-07 23:18:58 | INFO     | polymarket.strategies.flow_strategy |    📌 Nba Mil Gsw 2026 01 07
2026-01-07 23:18:58 | INFO     | polymarket.trading.chain_sync | Incremental sync: 469 trades, 1077 activity items
2026-01-07 23:18:58 | INFO     | polymarket.trading.chain_sync | Added 140 new trades
2026-01-07 23:18:59 | INFO     | polymarket.trading.chain_sync | Incremental sync complete: 179 transactions
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 48.4 | Token: 4708051258932620...
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:00 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 47.3 | Token: 4708051258932620...
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:02 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 46.2 | Token: 4708051258932620...
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:04 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 45.1 | Token: 4708051258932620...
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:06 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 44.1 | Token: 4708051258932620...
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:08 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 43.1 | Token: 4708051258932620...
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:10 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 42.1 | Token: 4708051258932620...
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:12 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy |   [1] Nba Mil Gsw 2026 01 07...
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy |       📈 BUY | Score: 41.2 | Token: 4708051258932620...
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy |       Factors: 📊 OVERSIZED_BET
2026-01-07 23:19:14 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:16 | INFO     | polymarket.strategies.flow_strategy | ============================================================
2026-01-07 23:19:16 | INFO     | polymarket.strategies.flow_strategy | 🎯 FLOW SIGNALS READY TO TRADE: 1
2026-01-07 23:19:16 | INFO     | polymarket.strategies.flow_strategy | ============================================================
